DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,LAT,LON
210515924,11/10/2021 12:00:00 AM,10/07/2021 12:00:00 AM,930,5,Harbor,563,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0522 1811 1251 0913,11,F,H,720.0,JUNIOR HIGH SCHOOL,IC,Invest Cont,812.0,1500 S  CABRILLO                     AV,33.7302,-118.2946
220319295,10/29/2022 12:00:00 AM,10/29/2022 12:00:00 AM,100,3,Southwest,377,2,860,BATTERY WITH SEXUAL CONTACT,1251 1822 0522 0202,22,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,860.0,1200    EXPOSITION                   BL,34.0182,-118.2974
221214110,05/25/2022 12:00:00 AM,04/25/2022 12:00:00 AM,1730,12,77th Street,1263,2,354,THEFT OF IDENTITY,0100,52,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,7900 S  HARVARD                      BL,33.9673,-118.3068
200507290,03/17/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,5,Harbor,564,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 0352,18,M,B,108.0,PARKING LOT,IC,Invest Cont,440.0,400 W  3RD                          ST,33.7415,-118.2857
231806578,02/19/2023 12:00:00 AM,02/19/2023 12:00:00 AM,115,18,Southeast,1864,2,624,BATTERY - SIMPLE ASSAULT,0913 0342 2002 0416 0400,0,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,624.0,900 E  119TH                        ST,33.9246,-118.2587
221717021,11/28/2022 12:00:00 AM,10/27/2022 12:00:00 AM,1625,17,Devonshire,1714,2,354,THEFT OF IDENTITY,0930 0928 1822,59,F,W,602.0,BANK,IC,Invest Cont,354.0,18200    CHARLTON                     LN,34.2825,-118.5319
201105057,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2300,11,Northeast,1172,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,0,X,X,108.0,PARKING LOT,IC,Invest Cont,331.0,1500 N  ALVARADO                     ST,34.0822,-118.2607
210614063,08/09/2021 12:00:00 AM,04/07/2021 12:00:00 AM,720,6,Hollywood,656,2,354,THEFT OF IDENTITY,1202 0930 1822,61,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,6100    ROMAINE                      ST,34.0889,-118.3258
201508927,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,900,15,N Hollywood,1581,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0601 1804 0400 0447,40,M,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,230.0,12900    BLOOMFIELD                   ST,34.1493,-118.4138
231222463,11/03/2023 12:00:00 AM,11/03/2023 12:00:00 AM,1108,12,77th Street,1239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2028 0334 0421 2036 0445 1822,50,M,H,203.0,OTHER BUSINESS,AA,Adult Arrest,230.0,5800 S  VERMONT                      AV,33.9856,-118.2915
200517835,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,425,5,Harbor,587,1,310,BURGLARY,0325 0329 0344 1236 1609 0206 0315 0202,0,M,O,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,2800 S  PACIFIC                      AV,33.7136,-118.2904
221706432,03/09/2022 12:00:00 AM,03/09/2022 12:00:00 AM,1225,17,Devonshire,1707,2,946,OTHER MISCELLANEOUS CRIME,0919 1822 1309 1310 0443,44,F,O,101.0,STREET,IC,Invest Cont,946.0,12400    NUGENT                       DR,34.2957,-118.512
201511701,06/24/2020 12:00:00 AM,04/18/2020 12:00:00 AM,35,15,N Hollywood,1523,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,27,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,6200    BLUEBELL                     AV,34.1831,-118.4102
211604979,02/03/2021 12:00:00 AM,02/03/2021 12:00:00 AM,1445,16,Foothill,1687,1,310,BURGLARY,1501,38,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,11100    ARMINTA                      ST,34.2178,-118.373
211110655,07/11/2021 12:00:00 AM,07/10/2021 12:00:00 AM,100,11,Northeast,1136,2,886,DISTURBING THE PEACE,1822,62,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,886.0,4400    PALMERO                      DR,34.1137,-118.2205
200706645,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,430,7,Wilshire,789,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341.0,1900    7TH                          AV,34.0399,-118.3248
222117157,11/28/2022 12:00:00 AM,11/07/2022 12:00:00 AM,900,21,Topanga,2158,1,310,BURGLARY,0344 0321,26,M,W,221.0,PUBLIC STORAGE,IC,Invest Cont,310.0,6200    DE SOTO                      AV,34.1833,-118.5899
230704298,01/08/2023 12:00:00 AM,01/07/2023 12:00:00 AM,1000,7,Wilshire,701,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,33,F,W,102.0,SIDEWALK,IC,Invest Cont,740.0,600 N  SWEETZER                     AV,34.0819,-118.3703
241408175,03/31/2024 12:00:00 AM,03/31/2024 12:00:00 AM,1220,14,Pacific,1434,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,M,V,504.0,OTHER RESIDENCE,IC,Invest Cont,740.0,3700    WASATCH                      AV,34.0055,-118.4375
211212505,05/19/2021 12:00:00 AM,05/18/2021 12:00:00 AM,300,12,77th Street,1256,1,330,BURGLARY FROM VEHICLE,0344 1609,20,F,B,203.0,OTHER BUSINESS,IC,Invest Cont,330.0,W  76TH                         ST,33.9707,-118.2916
210210165,06/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,2030,2,Rampart,237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 0444 1814 1310 1309 1240 1300 2000,17,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,100    WITMER                       ST,34.0621,-118.2608
220905188,02/01/2022 12:00:00 AM,02/01/2022 12:00:00 AM,1835,9,Van Nuys,932,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1309,25,F,H,108.0,PARKING LOT,AO,Adult Other,626.0,6300 N  SEPULVEDA                    BL,34.1854,-118.4662
230306799,02/23/2023 12:00:00 AM,03/21/2022 12:00:00 AM,1200,3,Southwest,375,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0352 0344 1822,66,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,341.0,1800    LEIGHTON                     AV,34.0128,-118.3133
202017998,12/04/2020 12:00:00 AM,12/02/2020 12:00:00 AM,1040,20,Olympic,2074,2,755,BOMB SCARE,1822 2040 0342 2024 0404,0,X,X,720.0,JUNIOR HIGH SCHOOL,JA,Juv Arrest,755.0,2700 W  15TH                         ST,34.0455,-118.3022
201218647,08/16/2020 12:00:00 AM,08/15/2020 12:00:00 AM,1600,12,77th Street,1259,1,320,"BURGLARY, ATTEMPTED",1607 0329 1822,27,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,320.0,800 E  77TH                         ST,33.9694,-118.2608
240121191,11/14/2024 12:00:00 AM,11/12/2024 12:00:00 AM,1630,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,28,M,H,507.0,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,341.0,1000 W  8TH                          ST,34.0487,-118.2627
211006060,03/08/2021 12:00:00 AM,02/24/2021 12:00:00 AM,2000,10,West Valley,1067,1,320,"BURGLARY, ATTEMPTED",1822 1609 0216 0206 1414 1420 1202 0389,73,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,320.0,5400    AMESTOY                      AV,34.1692,-118.5055
222007548,03/24/2022 12:00:00 AM,03/24/2022 12:00:00 AM,2100,20,Olympic,2076,1,121,"RAPE, FORCIBLE",0516 0528 0537 0551 1251 1402 1415 1822,15,F,H,503.0,HOTEL,AA,Adult Arrest,121.0,1700 S  VERMONT                      AV,34.0436,-118.296
230517474,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,2151,5,Harbor,567,1,210,ROBBERY,1822 0209 0443 0432 0337 0342 0315 0302 0216 0104,0,X,X,202.0,LIQUOR STORE,IC,Invest Cont,210.0,2200 S  PACIFIC                      AV,33.7243,-118.288
201910573,06/03/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1215,19,Mission,1907,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,61,F,W,101.0,STREET,IC,Invest Cont,745.0,13500    SAYRE                        ST,34.3121,-118.4317
211217955,08/18/2021 12:00:00 AM,08/18/2021 12:00:00 AM,1550,12,77th Street,1267,1,220,ATTEMPTED ROBBERY,0216 1259 1251 0336 0416 0446,15,M,H,102.0,SIDEWALK,IC,Invest Cont,220.0,OLIVE,33.9601,-118.2793
211116779,12/24/2021 12:00:00 AM,11/19/2021 12:00:00 AM,1000,11,Northeast,1184,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,80,F,W,108.0,PARKING LOT,IC,Invest Cont,740.0,1700    MORTON                       AV,34.0825,-118.2521
210805354,02/04/2021 12:00:00 AM,01/31/2021 12:00:00 AM,1730,8,West LA,819,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1420 1606 0344 1822,50,M,W,101.0,STREET,IC,Invest Cont,331.0,400    LORING                       AV,34.0726,-118.4338
210709906,06/17/2021 12:00:00 AM,05/02/2021 12:00:00 AM,1635,7,Wilshire,722,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1309,20,M,O,417.0,THE BEVERLY CONNECTION,IC,Invest Cont,343.0,100 N  LA CIENEGA                   BL,34.0734,-118.3765
201918252,12/19/2020 12:00:00 AM,12/19/2020 12:00:00 AM,920,19,Mission,1985,2,813,CHILD ANNOYING (17YRS & UNDER),1257 2004 1822,6,F,H,101.0,STREET,IC,Invest Cont,813.0,VAN NUYS,34.2215,-118.4488
200407000,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1210,4,Hollenbeck,421,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,50,F,W,203.0,OTHER BUSINESS,IC,Invest Cont,341.0,300 S  AVENUE 16,34.0685,-118.223
201615096,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,420,16,Foothill,1641,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0400 0216 1309 0344,62,M,H,301.0,GAS STATION,IC,Invest Cont,440.0,13800    VAN NUYS                     BL,34.2573,-118.4342
201113065,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1100,11,Northeast,1184,1,310,BURGLARY,0344 1606,46,M,W,707.0,GARAGE/CARPORT,IC,Invest Cont,310.0,1300    DOUGLAS                      ST,34.0744,-118.2516
200508200,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2230,5,Harbor,526,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 2000 1814 0913,32,F,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,AO,Adult Other,626.0,400 W  ANAHEIM                      ST,33.7798,-118.2664
231408068,04/06/2023 12:00:00 AM,07/05/2022 12:00:00 AM,1830,14,Pacific,1499,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,0,X,X,108.0,PARKING LOT,IC,Invest Cont,668.0,11300    LA CIENEGA                   BL,33.9321,-118.3701
200208640,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1615,2,Rampart,271,2,434,FALSE IMPRISONMENT,1814 1501,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,434.0,1000 S  GRAND VIEW                   ST,34.0527,-118.282
221014790,10/03/2022 12:00:00 AM,09/21/2022 12:00:00 AM,1030,10,West Valley,1024,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325,0,M,W,208.0,AUTO SALES LOT,IC,Invest Cont,341.0,6900    RESEDA                       BL,34.1958,-118.5399
230119789,09/10/2023 12:00:00 AM,09/03/2023 12:00:00 AM,355,1,Central,164,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344 0321,44,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,330.0,600 S  LOS ANGELES                  ST,34.0446,-118.2507
201906880,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1425,19,Mission,1985,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745.0,8400    CEDROS                       AV,34.2231,-118.4535
241306523,02/23/2024 12:00:00 AM,02/22/2024 12:00:00 AM,1900,13,Newton,1361,2,624,BATTERY - SIMPLE ASSAULT,1309 0446 0605 0417 0416,42,M,H,101.0,STREET,IC,Invest Cont,624.0,47TH                         ST,34.0011,-118.2783
231409255,04/28/2023 12:00:00 AM,04/28/2023 12:00:00 AM,1610,14,Pacific,1483,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501,42,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930.0,8600    GULANA                       AV,33.9589,-118.4346
241206462,02/11/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1115,12,77th Street,1266,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 0394,32,M,H,119.0,"PORCH, RESIDENTIAL",IC,Invest Cont,440.0,300 W  80TH                         ST,33.9669,-118.2783
230221257,11/20/2023 12:00:00 AM,11/20/2023 12:00:00 AM,900,2,Rampart,299,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1300 0416 0400 0334 0913 1817,22,M,H,102.0,SIDEWALK,AO,Adult Other,230.0,1000 W  18TH                         ST,34.0387,-118.2786
202017391,11/19/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1,20,Olympic,2071,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 0329,76,F,K,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,956.0,1500 S  GRAMERCY                     PL,34.0436,-118.313
202107668,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1540,21,Topanga,2128,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0302 0421 1814 2000 2004 1419 1402,50,F,W,108.0,PARKING LOT,AA,Adult Arrest,236.0,OSO,34.2096,-118.5754
230915206,10/13/2023 12:00:00 AM,10/02/2023 12:00:00 AM,1900,9,Van Nuys,955,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,56,F,W,710.0,OTHER PREMISE,IC,Invest Cont,331.0,14100    MAGNOLIA                     BL,34.1668,-118.4445
200309446,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1415,3,Southwest,373,2,901,VIOLATION OF RESTRAINING ORDER,2038 0562 1202,77,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,3900    CHERRYWOOD                   AV,34.0109,-118.3302
220913931,09/16/2022 12:00:00 AM,09/13/2022 12:00:00 AM,1745,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,33,M,H,404.0,DEPARTMENT STORE,IC,Invest Cont,442.0,14900    RAYMER                       ST,34.2131,-118.4584
230504736,01/19/2023 12:00:00 AM,01/19/2023 12:00:00 AM,2030,5,Harbor,587,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,54,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,2600 S  PACIFIC                      AV,33.7136,-118.2904
220320404,11/17/2022 12:00:00 AM,11/17/2022 12:00:00 AM,1305,3,Southwest,353,2,900,VIOLATION OF COURT ORDER,0913 1202 2038 0360 0602,92,M,B,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,900.0,3700    WEST                         BL,34.0194,-118.3413
210200633,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,2245,2,Rampart,212,1,210,ROBBERY,0344 2000 0444 0448 0913,27,F,H,101.0,STREET,AA,Adult Arrest,210.0,600 N  JUANITA                      AV,34.0818,-118.2905
221716476,07/18/2022 12:00:00 AM,07/16/2022 12:00:00 AM,2059,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,205.0,GUN/SPORTING GOODS,IC,Invest Cont,442.0,9300    TAMPA                        AV,34.244,-118.5583
211806314,02/16/2021 12:00:00 AM,02/16/2021 12:00:00 AM,2045,18,Southeast,1802,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0450 0216,0,M,B,203.0,OTHER BUSINESS,AA,Adult Arrest,230.0,8600 S  FIGUEROA                     ST,33.9596,-118.2827
231915199,10/11/2023 12:00:00 AM,10/10/2023 12:00:00 AM,1630,19,Mission,1994,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0400 1813,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,14700    ROSCOE                       BL,34.2215,-118.4536
211319925,12/06/2021 12:00:00 AM,12/06/2021 12:00:00 AM,1230,13,Newton,1351,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 1206 2033,48,F,B,101.0,STREET,IC,Invest Cont,230.0,4200 S  BROADWAY,34.0069,-118.2784
231504407,01/11/2023 12:00:00 AM,01/07/2023 12:00:00 AM,1200,15,N Hollywood,1524,1,310,BURGLARY,1602 1822 1264,0,X,X,720.0,JUNIOR HIGH SCHOOL,IC,Invest Cont,310.0,6500    LAUREL CANYON                BL,34.1869,-118.3987
210712640,08/31/2021 12:00:00 AM,08/30/2021 12:00:00 AM,1845,7,Wilshire,763,1,330,BURGLARY FROM VEHICLE,0344 1300,39,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,330.0,5500 W  PICO                         BL,34.0513,-118.3656
221709096,05/20/2022 12:00:00 AM,05/19/2022 12:00:00 AM,2100,17,Devonshire,1764,1,310,BURGLARY,0344 1609 0329 1214,0,X,X,220.0,NAIL SALON,IC,Invest Cont,310.0,19500    PLUMMER                      ST,34.2427,-118.5588
220815901,10/22/2022 12:00:00 AM,10/20/2022 12:00:00 AM,1745,8,West LA,827,2,900,VIOLATION OF COURT ORDER,2038,25,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,900.0,11600    MONTANA                      AV,34.0569,-118.4648
230312638,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,950,3,Southwest,393,2,354,THEFT OF IDENTITY,0930 0377,62,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,3000 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3262
201419923,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1942,14,Pacific,1435,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,43,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740.0,3500    OCEAN VIEW                   AV,34.0084,-118.4356
211207687,02/26/2021 12:00:00 AM,02/26/2021 12:00:00 AM,2210,12,77th Street,1269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 2001 2002 0913 0358 0416 0445 0329 1307,52,F,B,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,236.0,700 E  81ST                         ST,33.9656,-118.263
231112276,08/16/2023 12:00:00 AM,08/15/2023 12:00:00 AM,2035,11,Northeast,1195,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1266,0,X,X,714.0,DODGER STADIUM,IC,Invest Cont,624.0,1000    VIN SCULLY                   AV,34.0724,-118.2467
231806559,02/19/2023 12:00:00 AM,02/19/2023 12:00:00 AM,200,18,Southeast,1842,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0408 0444 0448 0416,45,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,11100 S  FIGUEROA                     ST,33.9348,-118.2826
202010584,06/05/2020 12:00:00 AM,05/11/2020 12:00:00 AM,530,20,Olympic,2002,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344 0394,48,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,4900    ROSEWOOD                     AV,34.0793,-118.3113
201115617,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,2110,11,Northeast,1158,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,44,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,740.0,400    JAMES                        ST,34.0901,-118.2162
220605081,01/24/2022 12:00:00 AM,01/10/2022 12:00:00 AM,700,6,Hollywood,642,1,310,BURGLARY,1601 1607 1822 0321 0344,37,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,1400 N  CURSON                       AV,34.0962,-118.355
221310282,04/28/2022 12:00:00 AM,04/28/2022 12:00:00 AM,330,13,Newton,1317,1,310,BURGLARY,1602 0397 1221 0352 0344,0,F,O,405.0,CLOTHING STORE,IC,Invest Cont,310.0,1700 E  WASHINGTON                   BL,34.0206,-118.2428
222008604,04/14/2022 12:00:00 AM,04/13/2022 12:00:00 AM,2145,20,Olympic,2024,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1602 1822,0,X,X,230.0,DAY CARE/ADULTS*,IC,Invest Cont,745.0,600 S  KINGSLEY                     DR,34.0636,-118.3029
221222983,11/06/2022 12:00:00 AM,11/06/2022 12:00:00 AM,900,12,77th Street,1203,1,761,BRANDISH WEAPON,0334 0421 0432 0603 0913 0319,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,761.0,1800 W  48TH                         ST,34.0001,-118.3113
220513737,09/14/2022 12:00:00 AM,09/13/2022 12:00:00 AM,2210,5,Harbor,525,1,220,ATTEMPTED ROBBERY,1822 0334 0337 0432,52,M,H,101.0,STREET,IC,Invest Cont,220.0,400    LAGOON                       AV,33.7739,-118.2672
220319166,10/20/2022 12:00:00 AM,10/15/2022 12:00:00 AM,1552,3,Southwest,378,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0352 0354 0377 1606,33,F,W,108.0,PARKING LOT,IC,Invest Cont,331.0,3900 S  FIGUEROA                     ST,34.0146,-118.2872
230513094,09/04/2023 12:00:00 AM,09/04/2023 12:00:00 AM,700,5,Harbor,505,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 2000 1218 0417 1402 0334 2004,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,236.0,2200    VERMONT                      AV,33.8594,-118.2905
230318952,10/30/2023 12:00:00 AM,10/30/2023 12:00:00 AM,1,3,Southwest,395,1,121,"RAPE, FORCIBLE",0500 0507 0527 0913,16,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,121.0,4300    DENKER                       AV,34.0073,-118.3108
240412092,12/12/2024 12:00:00 AM,12/12/2024 12:00:00 AM,1750,4,Hollenbeck,442,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,X,X,301.0,GAS STATION,IC,Invest Cont,440.0,1800    MARENGO                      ST,34.0586,-118.2119
200213140,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,720,2,Rampart,269,1,330,BURGLARY FROM VEHICLE,1300 1309 1822 0344 0385 1601,26,M,B,108.0,PARKING LOT,IC,Invest Cont,330.0,800    GARLAND                      AV,34.0493,-118.2679
230804999,01/24/2023 12:00:00 AM,01/24/2023 12:00:00 AM,400,8,West LA,882,1,310,BURGLARY,1609 0358 1822 0321,0,M,O,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,11300 W  OLYMPIC                      BL,34.0382,-118.4412
211416786,08/18/2021 12:00:00 AM,08/17/2021 12:00:00 AM,2000,14,Pacific,1444,1,310,BURGLARY,0344,0,X,X,710.0,OTHER PREMISE,IC,Invest Cont,310.0,4000    LINCOLN                      BL,33.99,-118.4474
230712509,07/24/2023 12:00:00 AM,07/21/2023 12:00:00 AM,2045,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344 0325 1822,0,X,X,416.0,THE BEVERLY CENTER,IC,Invest Cont,442.0,100    THE GROVE                    DR,34.0736,-118.3563
211705851,02/20/2021 12:00:00 AM,02/20/2021 12:00:00 AM,1430,17,Devonshire,1794,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 2024 1817,22,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),AO,Adult Other,624.0,8500    ETIWANDA                     AV,34.2246,-118.5317
230812933,08/05/2023 12:00:00 AM,08/05/2023 12:00:00 AM,2220,8,West LA,839,2,624,BATTERY - SIMPLE ASSAULT,0447 0216,37,M,H,727.0,SHOPPING MALL (COMMON AREA),IC,Invest Cont,624.0,10200    SANTA MONICA                 BL,34.0611,-118.4184
230616372,10/12/2023 12:00:00 AM,10/09/2023 12:00:00 AM,700,6,Hollywood,647,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1206 2000 0400 1814 0444,28,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,626.0,1600    VINE                         ST,34.0998,-118.3267
231709853,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,2150,17,Devonshire,1791,2,888,TRESPASSING,1822 1501,87,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,888.0,8300    DELCO                        AV,34.2222,-118.5774
211706142,03/03/2021 12:00:00 AM,03/03/2021 12:00:00 AM,1230,17,Devonshire,1771,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1606 0377 1300 0209 0344,51,F,W,702.0,OFFICE BUILDING/OFFICE,IC,Invest Cont,440.0,20700    PRAIRIE                      ST,34.2409,-118.5842
200210133,05/13/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1320,2,Rampart,239,2,662,"BUNCO, GRAND THEFT",0800 1900 1822 0206 0209,19,M,O,101.0,STREET,IC,Invest Cont,662.0,100 N  BEAUDRY                      AV,34.0591,-118.2542
241009534,06/20/2024 12:00:00 AM,11/01/2022 12:00:00 AM,845,10,West Valley,1075,2,354,THEFT OF IDENTITY,1822 0930,58,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,4900    CHIMINEAS                    AV,34.1589,-118.5289
